Unnamed: 0,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
4641,1,1,1,1,1,39,3,8,0,0,49,0
4642,3,2,2,1,1,41,3,12,0,0,78,0
4643,7,2,1,1,1,35,4,10,1,0,49,1
4644,3,2,1,1,1,55,3,4,0,0,75,0
4645,1,2,1,2,1,28,3,4,0,0,49,0
4646,5,2,2,1,1,36,1,8,1,0,66,0
4647,1,2,2,2,1,30,4,5,1,0,47,0
4648,7,2,1,2,1,24,3,1,1,0,42,0
4649,2,2,1,1,2,45,5,8,0,0,60,0
4650,1,2,1,2,1,29,5,3,0,0,52,0
4651,1,1,1,1,1,48,3,5,0,0,63,1
4652,5,2,2,2,1,27,5,2,1,0,68,0
4653,1,2,1,2,1,31,2,6,0,0,50,0
4654,4,2,1,1,1,31,3,3,0,0,85,0
4655,3,1,2,2,1,42,3,12,1,0,79,1
4656,3,2,1,1,1,37,5,6,1,0,81,1
4657,7,3,1,1,1,20,3,1,0,0,49,0
4658,6,2,1,2,2,27,3,3,0,0,58,0
4659,4,1,1,2,1,32,5,7,1,0,92,0
4660,2,2,1,2,1,33,2,7,0,0,60,0
4661,1,2,1,2,1,49,1,7,0,0,51,0
4662,2,2,1,1,1,44,1,16,0,1,62,0
4663,4,2,1,2,1,29,3,5,1,0,81,0
4664,5,2,1,1,1,30,3,9,0,0,71,0
4665,6,1,1,2,1,45,3,5,0,0,61,0
4666,2,1,1,1,1,41,3,3,1,0,58,0
4667,7,1,2,2,1,59,2,15,1,0,49,0
4668,5,1,1,3,1,41,3,7,0,0,77,0
4669,4,2,1,2,3,29,3,4,1,0,92,1
4670,2,2,2,1,1,34,2,7,0,0,57,0
4671,1,2,1,2,2,46,3,16,0,0,45,0
4672,1,2,1,2,1,34,5,7,0,0,51,0
4673,1,2,2,2,1,32,3,6,0,0,59,1
4674,1,2,1,1,1,33,2,6,0,0,57,0
4675,1,1,2,2,1,33,3,3,0,0,51,0
4676,2,2,2,2,1,29,5,4,1,0,55,0
4677,5,1,1,1,2,40,5,5,1,0,86,0
4678,4,2,1,2,3,37,5,4,1,0,83,0
4679,2,2,2,1,1,27,3,7,0,0,62,0
4680,2,2,2,1,1,30,4,5,1,0,56,0
4681,3,2,1,2,1,24,3,3,0,0,79,0
4682,2,1,2,2,1,35,3,5,0,0,62,0
4683,2,1,2,2,1,41,5,9,1,0,61,0
4684,5,2,2,1,2,40,1,11,0,0,73,0
4685,1,2,1,1,1,45,1,19,0,0,50,0
4686,7,2,1,2,1,29,3,1,0,0,48,0
4687,3,2,1,2,2,28,3,7,0,0,81,0
4688,1,1,1,1,1,47,4,5,1,0,49,0
4689,6,2,1,2,1,27,4,2,0,0,58,0
4690,2,2,1,1,3,35,3,12,0,0,76,1
4691,1,2,1,3,1,29,5,3,0,0,49,0
4692,3,2,1,1,1,52,2,12,0,0,75,0
4693,3,1,1,1,1,39,3,9,0,0,78,0
4694,5,2,1,2,1,30,3,7,0,0,71,0
4695,1,2,2,1,2,33,3,5,0,0,50,0
4696,5,2,2,1,1,35,3,4,0,0,68,0
4697,5,1,2,1,1,32,1,6,0,0,67,0
4698,4,2,1,2,1,31,5,3,1,0,83,1
4699,2,2,1,2,1,33,1,3,0,0,59,0
4700,2,2,1,2,1,34,4,6,0,0,59,0
4701,1,1,1,1,1,41,3,3,1,0,43,0
4702,2,2,1,2,1,27,3,2,0,0,62,0
4703,4,2,1,1,3,30,5,3,1,0,83,0
4704,1,2,1,1,1,39,3,6,0,1,65,1
4705,1,2,1,2,1,23,4,2,0,0,46,0
4706,2,2,1,1,1,31,5,4,1,0,61,0
4707,4,2,1,1,2,37,5,7,0,0,86,0
4708,3,2,2,2,1,30,5,4,1,0,82,1
4709,8,2,1,2,1,44,5,17,0,0,58,0
4710,6,2,2,2,1,31,3,7,1,0,53,0
4711,5,1,1,1,1,50,4,6,0,0,75,0
4712,1,1,1,1,1,40,5,5,1,1,96,1
4713,4,2,1,1,2,37,3,4,0,0,87,0
4714,2,2,1,2,1,41,4,9,0,0,64,0
4715,5,2,2,1,1,34,3,10,0,0,67,0
4716,1,2,1,2,1,31,3,2,0,1,51,0
4717,4,2,1,2,2,34,2,3,0,0,81,0
4718,5,1,1,2,1,36,5,9,1,0,72,1
4719,3,2,2,1,1,30,5,5,1,0,76,0
4720,2,2,1,2,1,29,4,3,0,0,63,0
4721,1,2,2,1,1,30,3,1,0,0,49,0
4722,5,2,1,2,1,45,4,6,0,0,70,0
4723,2,2,1,1,1,43,5,9,1,0,62,0
4724,2,1,1,2,2,32,4,2,1,0,60,0
4725,3,2,1,2,1,28,1,6,0,0,78,0
4726,1,1,1,1,1,50,5,10,1,0,54,1
4727,2,2,1,1,1,28,3,1,0,0,58,0
4728,7,2,1,2,1,51,1,9,0,1,52,0
4729,5,1,2,2,1,40,4,3,0,0,71,0
4730,5,1,1,1,1,41,3,4,0,0,76,0
4731,2,1,1,1,1,32,5,3,1,0,63,0
4732,3,2,2,1,2,33,1,9,0,0,78,0
4733,1,1,1,1,1,45,4,6,1,0,48,0
4734,1,2,1,1,1,59,4,27,0,0,52,0
4735,3,2,1,1,1,23,3,2,0,0,78,0
4736,2,2,2,2,1,34,4,6,1,0,59,0
4737,6,2,1,2,1,28,5,5,0,0,77,1
4738,1,2,1,2,1,36,1,4,0,0,54,0
4739,5,1,1,2,1,36,3,4,1,0,69,1
4740,1,1,1,1,1,45,3,16,0,0,51,0
4741,2,1,2,1,1,32,3,6,0,0,56,0
4742,5,1,2,2,2,30,3,4,0,0,71,0
4743,1,2,1,2,1,33,3,7,0,0,48,0
4744,4,2,1,2,2,27,4,3,0,0,86,0
4745,5,1,2,1,1,37,1,7,0,0,70,0
4746,5,2,1,2,3,31,3,7,1,0,69,0
4747,2,2,1,2,1,30,3,8,0,0,60,0
4748,1,1,1,1,1,39,1,10,0,0,49,0
4749,7,2,1,2,1,51,5,7,0,0,48,0
4750,1,2,1,2,1,42,5,12,1,0,49,0
4751,2,2,1,2,1,24,3,1,1,0,65,0
4752,5,2,1,1,3,31,3,7,0,0,68,0
4753,4,2,1,1,1,26,3,1,0,0,84,0
4754,5,2,1,1,1,36,4,10,1,0,67,1
4755,4,2,1,2,1,45,3,12,0,0,85,0
4756,2,2,1,2,1,35,5,4,1,0,58,0
4757,1,2,1,1,1,34,3,3,0,0,47,0
4758,6,2,1,2,1,26,3,2,0,0,60,0
4759,5,1,2,2,1,36,4,8,0,0,74,0
4760,1,2,1,2,2,27,3,2,0,0,48,0
4761,1,1,1,1,1,33,2,9,0,0,49,0
4762,3,2,1,2,1,45,2,18,0,0,78,0
4763,4,2,1,2,1,32,1,4,0,0,86,0
4764,3,2,1,1,1,33,1,2,0,0,69,0
4765,2,2,1,2,1,34,1,8,0,0,58,0
4766,1,2,1,2,1,35,3,8,1,0,48,0
4767,8,1,2,2,1,36,5,7,0,0,58,0
4768,7,1,1,1,1,36,5,8,1,0,51,0
4769,2,2,2,2,1,27,4,4,0,0,65,0
4770,4,2,1,2,2,29,4,6,1,0,86,0
4771,5,2,2,1,1,24,3,1,1,0,68,0
4772,3,2,1,1,1,28,5,4,0,0,91,1
4773,1,2,2,1,1,34,4,5,0,0,48,0
4774,1,2,2,2,1,36,2,4,0,0,50,0
4775,1,2,2,1,2,30,4,3,0,0,47,0
4776,3,1,1,1,1,37,4,3,1,0,76,0
4777,4,2,2,1,1,29,3,2,0,0,87,0
4778,2,2,2,2,1,31,5,4,1,0,84,1
4779,8,2,2,1,1,28,3,1,0,0,59,0
4780,1,2,1,2,1,37,3,7,0,0,46,0
4781,2,1,2,2,1,34,1,7,0,0,63,0
4782,2,2,2,2,1,38,4,10,1,0,62,0
4783,2,2,2,2,2,28,5,3,0,0,56,0
4784,1,1,1,1,3,33,1,8,0,0,49,0
4785,6,2,1,2,1,33,5,6,1,0,57,0
4786,5,2,1,2,1,37,3,13,0,0,73,0
4787,2,2,1,2,1,27,3,3,0,0,59,0
4788,5,2,1,1,1,30,3,1,1,0,73,0
4789,1,2,1,2,1,21,3,2,0,1,64,1
4790,1,2,1,1,1,34,5,9,0,0,49,0
4791,8,2,1,2,1,30,2,4,0,0,62,0
4792,4,2,1,1,1,29,5,6,0,0,85,0
4793,4,2,1,2,3,27,3,1,1,0,84,0
4794,3,2,2,1,2,25,3,1,1,0,79,0
4795,2,2,1,2,1,27,5,5,0,0,57,0
4796,1,2,1,1,1,29,3,6,0,0,47,0
4797,4,2,1,2,2,29,5,5,1,0,82,0
4798,3,2,1,2,1,28,1,7,0,0,82,1
4799,3,2,1,1,1,47,4,15,0,0,76,0
4800,6,1,2,2,1,40,1,11,0,0,60,0
4801,7,1,2,2,1,34,5,4,0,0,48,0
4802,4,1,1,2,1,38,5,9,0,0,82,0
4803,5,2,1,2,1,31,3,3,0,0,72,0
4804,5,2,2,2,1,42,5,12,1,0,68,0
4805,2,1,1,1,1,48,3,18,0,0,64,0
4806,4,2,1,2,1,54,5,8,1,0,84,0
4807,4,2,1,2,1,28,3,3,0,0,81,0
4808,6,2,1,1,1,33,5,7,1,0,62,0
4809,4,2,1,2,1,30,2,4,0,0,85,0
4810,8,1,1,2,1,34,1,5,0,0,62,0
4811,2,2,1,1,1,26,3,4,1,0,59,0
4812,4,2,1,1,1,29,3,5,0,0,86,0
4813,3,2,2,2,1,30,2,4,0,0,78,0
4814,1,2,1,2,1,30,3,4,1,0,47,0
4815,5,1,2,1,1,33,4,2,1,0,70,0
4816,5,2,1,1,1,28,3,5,0,0,67,0
4817,2,2,1,2,1,39,4,12,0,0,57,0
4818,1,2,1,2,1,29,4,4,0,0,50,0
4819,3,1,2,2,1,35,1,3,1,1,98,1
4820,1,2,1,1,1,28,4,3,1,0,54,0
4821,1,2,1,2,1,32,5,7,1,0,51,0
4822,4,1,1,1,1,47,5,5,1,0,84,0
4823,3,1,1,1,3,33,4,6,1,0,80,0
4824,1,1,1,2,2,38,4,7,0,0,47,0
4825,2,1,1,2,1,48,5,15,1,0,62,0
4826,5,1,1,2,1,42,3,2,0,0,69,0
4827,4,2,1,2,1,27,3,2,1,0,89,1
4828,4,2,1,2,1,27,4,3,0,0,83,0
4829,1,1,2,1,1,42,5,6,0,0,48,0
4830,2,2,2,1,1,34,1,6,0,0,62,0
4831,2,2,1,1,3,34,3,5,1,0,63,1
4832,4,2,1,1,1,29,5,6,1,0,85,0
4833,4,2,1,2,1,31,4,4,0,0,85,0
4834,6,2,1,2,1,27,4,4,0,0,61,0
4835,1,2,1,2,1,24,3,2,1,0,50,0
4836,2,2,1,2,2,28,3,6,1,0,57,1
4837,1,1,1,1,1,35,4,10,0,0,49,0
4838,4,2,1,2,1,32,1,4,0,0,87,0
4839,5,2,1,1,1,34,2,10,0,0,67,0
4840,3,1,1,2,2,36,3,6,1,0,76,0
4841,4,1,1,2,1,34,3,7,1,0,88,0
4842,2,2,2,2,1,37,3,8,0,0,65,0
4843,1,1,1,2,1,36,3,3,0,0,59,1
4844,4,2,2,1,1,29,3,5,1,0,81,1
4845,5,1,1,2,2,40,4,4,1,0,69,0
4846,1,2,1,2,1,37,4,4,1,0,47,0
4847,6,2,1,2,1,36,5,8,0,0,58,0
4848,1,1,1,2,1,36,1,5,0,0,51,0
4849,4,2,1,2,1,29,5,3,1,1,92,1
4850,7,2,1,3,1,30,5,4,0,0,51,0
4851,2,2,2,2,2,33,4,4,1,0,60,1
4852,1,1,1,2,1,41,3,12,0,0,50,0
4853,2,2,2,2,2,56,4,15,0,0,60,0
4854,1,1,1,1,2,32,4,5,1,0,47,0
4855,1,2,1,2,2,35,4,3,0,0,47,0
4856,6,2,1,2,1,32,4,4,0,0,60,0
4857,4,2,1,2,1,26,5,2,1,0,86,0
4858,2,2,1,1,1,26,4,2,1,0,57,0
4859,7,2,2,2,1,37,3,12,0,0,51,0
4860,5,2,2,1,1,34,5,6,1,0,72,0
4861,1,2,1,2,2,37,5,9,0,0,50,0
4862,4,2,2,2,1,39,3,9,0,0,82,0
4863,2,2,2,2,1,29,4,2,0,0,60,0
4864,6,2,1,2,1,53,3,3,0,0,58,0
4865,2,2,2,1,1,60,3,3,0,0,71,1
4866,1,2,2,2,1,31,3,2,0,0,53,0
4867,1,2,2,1,1,32,4,6,0,0,46,0
4868,5,1,2,2,1,39,5,7,0,0,66,0
4869,1,2,1,1,1,42,4,5,0,0,46,0
4870,1,2,1,2,1,45,5,2,0,0,50,0
4871,3,2,1,1,1,32,3,6,1,0,81,0
4872,3,1,2,1,1,37,3,10,0,0,77,0
4873,1,2,1,2,1,27,3,1,1,0,52,0
4874,1,2,1,2,1,26,3,1,0,0,52,0
4875,2,2,1,1,1,29,5,6,1,0,60,0
4876,1,1,1,2,2,60,2,4,0,0,48,0
4877,1,2,1,1,1,25,3,3,0,0,48,0
4878,1,2,1,2,1,35,3,10,0,0,51,0
4879,5,1,2,1,1,34,3,3,0,0,73,0
4880,1,2,2,2,2,37,3,5,0,0,51,0
4881,4,1,1,2,1,29,3,5,0,0,86,0
4882,1,1,2,1,2,51,4,8,0,0,51,0
4883,3,2,2,2,2,31,5,2,1,0,82,0
4884,4,2,1,1,1,28,5,3,1,0,85,0
4885,4,2,1,2,1,52,3,3,0,0,80,0
4886,5,2,1,2,1,34,3,8,0,0,65,0
4887,2,2,1,2,1,25,5,4,0,0,61,0
4888,1,2,1,2,1,42,1,10,1,0,50,1
4889,1,2,1,2,1,27,5,4,0,0,45,0
4890,3,1,1,1,1,30,4,2,0,0,77,0
4891,2,2,1,1,1,40,3,4,0,0,57,0
4892,1,2,1,1,1,29,5,3,1,0,52,1
4893,2,1,2,1,2,32,3,4,0,0,60,0
4894,1,2,2,1,1,24,1,2,0,0,50,0
4895,4,2,1,2,2,44,5,12,1,0,82,0
4896,2,2,1,2,1,26,3,1,0,0,63,0
4897,3,1,1,1,1,58,3,26,0,0,82,0
4898,3,2,1,2,1,39,3,5,0,0,79,0
4899,1,2,2,2,1,29,3,8,0,0,53,0
4900,1,2,1,2,4,25,3,1,0,0,47,0
4901,6,1,1,2,1,52,1,7,0,0,59,0
4902,1,2,1,2,1,32,5,3,0,0,51,0
4903,4,2,1,1,1,39,5,4,1,0,82,0
4904,1,2,1,2,3,24,4,2,0,0,51,0
4905,5,1,2,2,3,48,3,15,0,0,65,0
4906,7,1,1,2,1,29,5,2,1,0,50,0
4907,4,2,1,1,2,36,3,3,0,0,86,0
4908,3,2,1,1,2,50,3,15,0,0,79,0
4909,2,2,1,2,1,41,5,9,0,0,59,0
4910,1,2,2,1,1,40,2,5,0,0,45,0
4911,5,2,2,2,1,30,3,9,0,0,68,0
4912,5,2,2,1,2,28,3,1,0,0,69,0
4913,6,2,1,1,1,47,3,2,1,0,56,0
4914,2,2,1,1,2,48,5,19,1,0,57,0
4915,1,2,2,3,1,35,5,8,0,0,48,0
4916,5,2,2,1,5,30,4,4,0,0,65,0
4917,5,2,1,2,1,28,4,2,1,0,69,0
4918,7,2,1,1,1,34,5,4,0,0,51,0
4919,1,2,1,1,1,41,4,12,0,0,52,0
4920,2,1,2,3,1,36,3,3,1,0,57,0
4921,3,2,1,3,1,33,3,6,0,0,78,0
4922,3,2,2,2,1,35,3,4,0,0,77,0
4923,5,2,1,2,1,32,5,4,1,0,71,0
4924,4,2,1,2,1,26,5,2,0,0,86,0
4925,4,1,1,1,1,35,1,3,0,0,85,0
4926,2,2,1,1,1,37,4,9,0,0,61,0
4927,6,2,1,1,1,30,2,4,1,0,56,0
4928,1,1,1,2,1,34,5,6,1,0,49,1
4929,4,2,1,1,2,29,3,6,0,0,87,0
4930,1,2,1,1,1,26,3,1,0,0,45,0
4931,5,1,1,2,1,30,2,10,0,0,66,0
4932,2,2,2,2,1,36,5,7,1,0,58,0
4933,2,2,1,2,1,29,3,1,0,0,60,0
4934,1,2,1,2,1,27,3,1,1,0,45,1
4935,3,2,1,2,1,30,1,4,1,0,82,0
4936,1,2,1,2,1,32,5,6,1,0,50,0
4937,8,2,1,1,1,29,3,1,0,0,60,0
4938,2,1,1,2,1,28,5,2,1,0,61,0
4939,4,2,1,1,2,36,5,3,1,0,84,1
4940,3,1,1,2,2,36,5,9,0,0,93,1
4941,5,1,1,1,1,41,5,6,0,0,72,0
4942,7,2,2,2,1,32,3,5,0,0,46,0
4943,2,2,2,2,1,45,3,3,1,0,63,0
4944,1,2,1,1,1,31,2,7,0,0,49,0
4945,7,2,2,3,1,25,3,1,0,0,52,0
4946,2,2,1,2,2,40,5,11,1,0,62,0
4947,2,1,1,1,1,43,5,12,1,0,62,1
4948,4,1,1,2,1,32,5,5,0,0,89,0
4949,1,2,1,2,1,22,3,1,1,0,52,0
4950,2,2,1,1,1,47,1,14,0,0,59,0
4951,1,2,1,2,1,23,3,1,0,0,46,0
4952,2,1,1,1,1,33,5,6,0,0,62,0
4953,1,2,1,2,3,26,4,2,0,0,52,0
4954,1,2,1,1,2,30,3,1,0,0,50,0
4955,7,1,1,2,1,32,4,5,0,0,46,0
4956,1,2,1,1,1,49,1,16,0,0,55,0
4957,5,2,1,2,1,34,5,3,1,0,67,0
4958,1,2,2,2,1,27,5,4,0,0,45,0
4959,1,1,2,2,1,32,3,5,0,0,54,0
4960,7,2,2,2,1,29,5,4,1,0,47,0
4961,1,2,1,1,2,32,3,4,0,0,47,0
4962,1,2,1,1,2,29,3,3,0,0,49,0
4963,1,2,1,1,3,32,1,4,0,0,48,0
4964,1,1,1,2,1,36,5,2,0,0,48,0
4965,1,2,1,1,1,55,3,10,0,0,46,0
4966,2,2,2,1,1,54,5,16,1,0,60,0
4967,3,1,2,2,1,38,4,9,1,0,78,0
4968,5,2,1,1,1,26,1,2,0,0,71,0
4969,2,1,2,2,3,44,4,10,1,0,58,0
4970,5,2,1,1,1,36,3,9,1,0,66,0
4971,2,2,1,1,2,28,4,4,1,0,60,0
4972,2,1,2,2,1,36,3,5,0,0,60,0
4973,1,1,1,1,1,31,3,5,0,0,53,0
4974,6,2,1,1,1,27,1,3,1,0,58,0
4975,2,2,1,2,1,52,1,12,0,0,59,0
4976,4,2,1,2,1,26,3,1,0,0,84,0
4977,2,1,2,1,1,36,5,8,0,0,76,1
4978,2,2,2,2,1,29,3,7,0,0,61,0
4979,3,2,2,2,1,26,1,4,0,0,81,0
4980,2,2,1,2,1,29,1,8,0,0,62,0
4981,1,2,1,2,1,24,3,1,0,0,47,0
4982,1,2,1,1,1,27,3,2,0,0,49,0
4983,2,2,1,1,1,36,4,10,0,0,55,0
4984,1,1,2,1,1,52,2,10,0,0,51,0
4985,1,2,2,2,1,29,3,1,0,0,50,0
4986,4,2,1,1,1,29,3,6,0,0,82,0
4987,1,2,1,2,1,29,3,1,0,0,48,0
4988,1,2,1,1,1,41,5,4,0,0,48,0
4989,5,2,1,2,1,28,2,2,0,0,70,0
4990,3,1,1,2,1,38,3,8,1,0,80,1
4991,1,2,1,1,1,33,3,9,0,0,49,0
4992,4,2,1,2,1,28,3,4,0,0,86,0
4993,1,2,1,1,1,23,1,2,0,0,53,0
4994,1,2,1,1,1,37,2,4,0,0,46,0
4995,1,1,1,1,1,34,4,8,0,0,48,0
4996,5,2,1,2,1,36,5,4,0,1,82,1
4997,4,2,2,1,1,34,3,5,0,0,82,0
4998,3,1,1,1,2,38,3,3,1,0,78,0
4999,2,2,1,2,1,33,3,6,0,0,55,0
5000,2,2,2,2,1,47,4,13,0,0,62,0
5001,2,2,2,2,1,30,4,5,1,0,53,0
5002,3,3,2,2,1,26,3,1,1,0,81,0
5003,1,1,1,2,1,37,3,10,0,0,49,0
5004,3,2,1,2,3,28,3,3,0,0,82,0
5005,2,2,1,2,1,27,3,1,0,0,63,0
5006,2,1,1,2,1,37,3,3,0,0,64,0
5007,8,2,1,2,1,30,4,4,0,0,60,0
5008,3,2,1,2,3,31,4,5,0,0,77,0
5009,4,2,1,1,3,20,5,2,0,0,85,0
5010,1,2,1,2,1,42,1,12,0,0,48,0
5011,3,1,1,1,1,39,4,4,0,0,80,0
5012,2,2,1,1,1,35,4,4,0,1,71,1
5013,3,1,1,2,2,37,1,11,0,0,82,0
5014,1,2,1,1,1,35,4,6,0,0,48,0
5015,4,2,1,1,2,38,5,7,1,0,87,0
5016,1,2,1,2,1,39,3,10,1,0,51,0
5017,1,2,2,2,1,24,4,2,1,0,53,1
5018,2,2,2,2,1,28,5,2,1,0,60,0
5019,4,2,1,1,2,36,4,4,1,0,81,0
5020,5,2,1,1,1,37,3,8,0,0,69,0
5021,1,2,2,2,5,28,1,4,0,0,47,0
5022,3,2,2,2,1,26,3,2,0,0,83,0
5023,2,2,1,2,1,41,4,2,0,0,57,0
5024,5,1,1,1,1,34,3,5,0,0,87,0
5025,2,1,1,1,2,39,4,11,1,0,71,1
5026,8,2,1,1,1,27,3,1,0,1,97,1
5027,5,2,1,2,1,31,4,5,1,0,82,0
5028,1,1,1,2,1,40,5,13,0,0,51,0
5029,2,2,1,2,2,31,3,4,1,1,60,0
5030,5,1,2,2,2,34,3,7,0,0,66,0
5031,2,3,1,1,1,26,3,4,1,0,58,0
5032,4,2,1,2,1,31,4,5,0,0,82,0
5033,2,1,1,2,1,44,5,3,1,0,61,0
5034,2,2,2,1,1,32,5,5,0,0,73,1
5035,1,1,1,2,1,39,3,9,0,0,48,0
5036,2,3,2,1,2,24,3,1,0,0,61,0
5037,1,2,2,2,1,25,3,2,0,0,49,0
5038,6,1,1,1,1,33,5,7,0,0,71,1
5039,7,2,1,1,1,26,3,1,0,0,51,0
5040,2,2,1,2,1,22,3,1,0,0,61,0
5041,4,1,1,1,1,29,1,6,0,0,85,0
5042,2,3,1,2,2,25,3,1,0,0,56,0
5043,2,2,2,2,1,27,4,2,0,0,57,0
5044,1,2,1,1,1,30,2,5,0,0,47,0
5045,2,1,1,1,2,38,3,4,0,0,57,0
5046,4,2,1,1,1,28,3,3,1,0,85,0
5047,1,2,1,1,1,29,1,3,1,0,50,0
5048,3,2,1,1,2,27,2,2,0,0,80,0
5049,4,2,1,1,1,32,3,4,0,0,81,0
5050,2,2,2,2,1,29,4,7,0,0,61,0
5051,7,2,2,2,1,36,3,9,0,0,53,0
5052,3,2,2,2,1,36,4,8,1,0,75,0
5053,3,2,1,2,1,42,2,14,0,0,80,0
5054,1,2,1,1,2,28,1,5,0,0,48,0
5055,1,1,1,1,1,41,5,13,0,0,62,1
5056,2,2,1,2,1,38,3,8,0,0,55,0
5057,1,2,1,1,1,42,3,14,0,0,48,0
5058,4,2,2,1,1,29,3,8,0,0,85,0
5059,4,2,1,1,1,30,2,2,0,0,88,0
5060,6,2,1,1,3,35,3,9,0,0,60,0
5061,3,2,1,3,1,33,4,9,1,0,76,0
5062,5,1,1,2,4,34,3,4,1,0,67,0
5063,4,2,1,1,1,54,3,7,0,0,82,0
5064,3,2,2,2,2,26,2,4,0,0,79,0
5065,1,1,1,2,2,39,3,2,1,0,47,1
5066,2,2,1,2,2,51,3,17,0,0,73,1
5067,1,2,2,1,1,28,3,4,0,0,51,0
5068,5,1,1,1,1,38,2,9,0,0,69,0
5069,7,2,2,2,1,35,3,3,0,0,47,0
5070,2,2,1,2,1,52,4,15,0,0,62,0
5071,2,2,2,1,1,35,3,8,1,0,59,0
5072,3,1,1,2,1,38,3,7,0,0,78,0
5073,5,2,1,2,2,40,3,7,0,0,74,0
5074,1,2,1,2,1,31,3,7,0,0,42,0
5075,1,1,2,2,1,37,5,4,0,0,49,0
5076,2,2,1,1,2,39,5,10,0,0,61,0
5077,3,2,1,2,1,38,4,4,1,0,81,0
5078,1,2,1,2,1,33,1,9,0,0,47,0
5079,5,1,2,2,2,34,5,5,1,0,67,1
5080,2,2,1,2,2,32,3,8,0,0,63,0
5081,2,1,2,1,1,41,5,5,0,0,61,0
5082,8,3,1,1,1,24,5,2,1,0,60,0
5083,1,2,1,2,1,39,5,5,1,0,49,0
5084,1,2,2,1,1,31,2,5,0,0,49,0
5085,3,1,1,1,1,54,1,7,0,0,77,0
5086,2,1,2,1,1,55,3,5,1,0,56,0
5087,2,1,2,1,1,32,3,3,1,0,60,0
5088,3,2,2,1,1,30,2,5,0,0,82,0
5089,2,1,2,1,1,34,5,10,1,0,58,0
5090,4,2,2,2,1,29,3,1,0,0,82,0
5091,5,2,2,2,1,52,3,20,0,0,66,0
5092,6,2,1,1,1,26,3,1,1,0,65,0
5093,1,1,1,2,1,33,5,5,1,0,46,0
5094,1,2,2,2,2,32,2,5,0,0,46,0
5095,1,1,1,1,1,48,3,18,0,0,50,0
5096,1,2,1,1,1,32,4,6,0,0,51,0
5097,3,1,1,2,1,30,3,5,0,0,80,0
5098,1,2,1,1,1,42,1,13,0,0,51,0
5099,2,2,1,2,1,27,3,4,0,0,61,0
5100,1,2,1,2,1,33,2,7,0,0,52,0
5101,6,1,2,1,1,34,5,7,1,0,58,1
5102,4,1,1,2,1,33,3,5,0,0,83,0
5103,3,2,1,2,2,29,5,4,1,0,74,0
5104,4,2,1,2,1,39,5,9,0,0,87,0
5105,1,2,1,2,1,47,4,7,1,0,51,0
5106,2,2,1,1,1,36,4,10,0,0,63,0
5107,2,2,2,2,1,30,4,3,0,0,61,0
5108,1,2,1,2,1,31,1,3,0,0,50,0
5109,1,1,1,2,1,40,4,3,1,0,49,0
5110,4,2,1,2,1,27,1,3,0,0,85,0
5111,4,2,1,2,1,28,4,2,1,0,88,1
5112,3,2,1,1,1,26,3,4,0,0,87,0
5113,1,1,1,2,3,58,3,19,0,0,48,0
5114,1,1,1,2,1,49,3,2,0,0,52,0
5115,1,2,1,1,1,42,3,9,0,0,47,0
5116,2,2,2,1,2,32,5,5,1,0,57,0
5117,5,1,2,2,1,42,3,9,0,0,70,0
5118,5,2,2,1,1,38,2,6,0,0,70,0
5119,4,2,1,1,2,31,3,7,0,0,87,0
5120,2,1,1,1,1,34,5,8,0,0,61,0
5121,1,2,1,2,1,43,5,8,1,0,47,0
5122,2,2,1,1,1,39,3,5,0,0,58,0
5123,3,1,1,2,3,40,4,5,0,0,77,0
5124,4,2,1,2,2,34,2,8,0,0,83,0
5125,5,2,1,2,2,30,4,3,0,0,64,0
5126,2,2,2,3,1,38,4,4,0,0,61,0
5127,1,2,1,1,1,28,3,6,0,0,52,0
5128,1,2,1,2,1,38,3,2,1,0,46,0
5129,1,2,1,2,2,31,3,6,0,0,47,0
5130,1,2,1,1,2,27,4,4,0,0,50,0
5131,1,2,1,2,2,53,1,3,0,0,48,0
5132,3,2,2,2,1,34,2,2,0,0,77,0
5133,2,2,1,1,1,35,3,7,0,0,57,0
5134,6,1,1,2,2,35,3,7,0,0,54,0
5135,5,1,1,1,1,28,4,2,1,1,82,0
5136,1,1,1,2,2,40,5,8,0,0,48,0
5137,1,2,1,1,1,47,4,17,0,0,53,0
5138,2,1,1,3,1,40,4,3,0,0,55,0
5139,3,2,1,2,1,35,3,3,1,0,83,1
5140,2,2,2,1,2,29,3,1,0,0,53,0
5141,1,2,1,2,1,22,3,1,0,0,50,0
5142,5,1,2,1,1,38,5,4,1,0,74,0
5143,6,2,2,1,1,28,4,2,1,0,58,0
5144,5,2,1,1,1,29,3,5,0,0,70,0
5145,4,2,1,1,2,27,5,2,1,0,85,0
5146,1,1,1,2,1,43,5,13,0,0,48,0
5147,2,2,2,2,1,34,4,3,0,0,55,0
5148,3,1,2,1,1,36,4,2,1,0,81,0
5149,3,2,1,2,1,32,1,9,0,0,82,0
5150,4,2,1,1,3,27,3,1,1,0,86,1
5151,5,2,2,1,1,32,3,7,0,0,69,0
5152,1,2,2,2,1,27,3,4,0,0,47,0
5153,1,2,1,2,1,40,2,11,0,0,49,0
5154,1,2,1,2,1,53,1,12,0,0,49,0
5155,6,2,1,2,1,37,4,11,0,0,61,0
