,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
20883,36704,Technology,region_26,Bachelor's,m,sourcing,1,29,5.0,4,1,0,81,1
20884,75374,Sales & Marketing,region_31,Bachelor's,m,other,3,25,,1,0,0,48,0
20885,17567,Finance,region_28,Bachelor's,m,sourcing,4,27,4.0,2,0,0,59,0
20886,40907,Procurement,region_7,Master's & above,m,sourcing,1,44,3.0,4,1,0,73,0
20887,49448,HR,region_2,Master's & above,m,other,1,52,3.0,14,0,0,52,0
20888,61356,Procurement,region_16,Bachelor's,m,sourcing,1,32,4.0,6,0,0,66,0
20889,46091,Technology,region_20,Bachelor's,f,sourcing,1,32,1.0,7,0,0,84,0
20890,41228,Sales & Marketing,region_31,,m,other,1,38,3.0,7,0,0,49,0
20891,63987,Legal,region_2,Below Secondary,m,sourcing,1,28,,1,0,0,59,0
20892,62650,Technology,region_2,Master's & above,m,sourcing,2,57,3.0,4,0,0,77,0
20893,29662,Sales & Marketing,region_10,Master's & above,m,other,1,57,1.0,27,0,0,49,0
20894,72811,Analytics,region_22,Bachelor's,f,sourcing,1,28,2.0,5,0,0,84,0
20895,16857,Procurement,region_2,Master's & above,f,sourcing,1,51,4.0,11,0,0,68,0
20896,184,HR,region_26,Bachelor's,m,sourcing,1,27,3.0,4,0,0,50,0
20897,66046,Analytics,region_19,Bachelor's,m,other,1,39,5.0,4,0,0,81,0
20898,24788,Technology,region_13,Master's & above,m,sourcing,2,45,2.0,11,0,0,78,0
20899,15494,Operations,region_2,Bachelor's,m,sourcing,1,25,,1,0,0,61,0
20900,11548,Technology,region_26,Bachelor's,m,sourcing,1,31,3.0,5,0,0,80,0
20901,4711,Operations,region_9,Bachelor's,m,sourcing,1,28,3.0,2,0,0,60,0
20902,69837,Sales & Marketing,region_13,Master's & above,f,other,1,30,,1,0,0,52,0
20903,57556,Operations,region_2,Bachelor's,m,sourcing,1,53,2.0,11,1,0,56,0
20904,76618,Operations,region_23,Bachelor's,m,other,1,45,2.0,3,1,0,63,0
20905,15129,Sales & Marketing,region_27,Bachelor's,f,other,1,37,1.0,5,1,0,49,0
20906,59586,Operations,region_2,Master's & above,m,sourcing,1,60,3.0,14,1,0,61,0
20907,5466,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,41,4.0,15,0,0,56,0
20908,11608,Analytics,region_20,Bachelor's,m,other,1,29,,1,0,0,81,0
20909,4802,Technology,region_2,Bachelor's,m,sourcing,1,29,4.0,3,0,0,79,0
20910,59653,Operations,region_22,Master's & above,f,other,2,43,5.0,5,1,0,63,0
20911,21066,Analytics,region_2,Master's & above,m,sourcing,2,34,2.0,8,0,0,81,0
20912,66674,Procurement,region_23,Bachelor's,m,other,1,30,3.0,8,0,0,71,0
20913,623,Legal,region_2,Below Secondary,f,other,1,27,4.0,2,0,0,60,0
20914,75613,Operations,region_2,Bachelor's,f,other,1,30,3.0,3,1,0,61,0
20915,76853,Operations,region_11,Bachelor's,m,other,1,29,3.0,4,0,0,52,0
20916,33604,Finance,region_2,Master's & above,m,sourcing,1,59,5.0,32,1,0,63,0
20917,76518,Analytics,region_24,Bachelor's,m,other,1,29,4.0,4,0,0,88,0
20918,27944,Finance,region_7,Below Secondary,m,sourcing,1,26,3.0,5,0,0,51,0
20919,45320,Operations,region_8,Bachelor's,m,other,1,33,4.0,7,0,0,59,0
20920,20567,Operations,region_2,Bachelor's,m,other,3,41,3.0,2,0,0,63,0
20921,7295,Sales & Marketing,region_34,Bachelor's,f,other,1,30,1.0,9,0,0,48,0
20922,38305,Sales & Marketing,region_15,,m,other,1,39,5.0,5,1,0,49,0
20923,37169,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,29,3.0,2,1,0,45,0
20924,1401,Sales & Marketing,region_2,,m,other,1,51,1.0,15,0,0,54,0
20925,64175,Finance,region_26,Bachelor's,m,other,1,27,,1,1,0,59,0
20926,60579,Operations,region_8,Bachelor's,m,sourcing,1,31,5.0,5,1,0,59,1
20927,7966,Operations,region_4,Master's & above,f,sourcing,1,36,5.0,7,1,0,58,0
20928,57399,Sales & Marketing,region_24,Bachelor's,m,sourcing,2,29,2.0,5,0,0,46,0
20929,59681,Technology,region_10,Bachelor's,m,other,1,31,3.0,6,0,0,82,0
20930,51447,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,42,4.0,12,0,0,50,0
20931,21131,Sales & Marketing,region_7,Master's & above,m,sourcing,1,46,3.0,16,0,0,50,0
20932,16540,Operations,region_14,Bachelor's,m,other,1,36,2.0,9,0,0,63,0
20933,20176,Analytics,region_2,Master's & above,m,sourcing,1,35,3.0,10,0,0,78,0
20934,21945,Analytics,region_22,Bachelor's,m,other,1,29,3.0,2,0,0,82,1
20935,13453,Operations,region_17,Bachelor's,m,sourcing,1,29,3.0,8,0,0,66,0
20936,20755,Analytics,region_15,Master's & above,m,other,1,42,1.0,15,0,0,86,0
20937,27428,Finance,region_12,Bachelor's,m,other,4,29,,1,1,0,61,0
20938,33748,Analytics,region_5,Bachelor's,m,other,2,31,3.0,6,0,0,85,0
20939,52698,Analytics,region_6,Bachelor's,m,sourcing,1,29,5.0,5,0,0,87,1
20940,51583,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,48,5.0,6,0,0,46,0
20941,31954,Sales & Marketing,region_12,Bachelor's,f,other,2,27,,1,0,0,52,0
20942,67007,R&D,region_23,Master's & above,m,sourcing,1,37,4.0,2,0,0,89,0
20943,67028,Technology,region_2,Bachelor's,m,sourcing,1,30,3.0,5,0,0,79,0
20944,5961,Technology,region_5,Bachelor's,f,sourcing,1,25,1.0,2,0,0,79,0
20945,50981,Operations,region_22,Master's & above,m,other,1,34,5.0,7,1,0,55,0
20946,35579,Procurement,region_13,Bachelor's,m,other,1,30,3.0,6,0,0,66,0
20947,42530,Finance,region_7,Below Secondary,f,other,1,25,,1,1,1,62,0
20948,54112,Sales & Marketing,region_2,Master's & above,f,sourcing,1,37,5.0,8,1,0,46,0
20949,967,Procurement,region_8,Master's & above,f,sourcing,1,31,3.0,4,0,0,73,0
20950,59076,Technology,region_13,Master's & above,m,other,1,59,3.0,29,0,0,78,0
20951,63551,Technology,region_16,Bachelor's,m,sourcing,2,32,4.0,3,1,0,81,1
20952,28745,Operations,region_22,Master's & above,f,sourcing,1,41,4.0,3,1,0,63,0
20953,11016,Finance,region_7,Bachelor's,m,other,3,34,4.0,6,1,0,54,0
20954,703,Analytics,region_22,,f,other,1,27,,1,0,0,84,0
20955,753,Sales & Marketing,region_16,Bachelor's,m,other,2,27,3.0,2,0,0,48,0
20956,60056,Procurement,region_26,Bachelor's,f,other,1,33,5.0,9,1,0,73,0
20957,32345,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,49,3.0,18,0,0,48,0
20958,6386,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,1.0,7,0,0,51,0
20959,7274,Operations,region_20,Master's & above,m,other,1,27,3.0,3,0,0,59,0
20960,3243,Operations,region_2,Bachelor's,f,other,1,33,4.0,7,1,0,59,0
20961,42834,Technology,region_13,Bachelor's,m,sourcing,1,27,3.0,7,0,0,75,0
20962,64461,Sales & Marketing,region_2,,f,sourcing,1,22,4.0,1,0,0,52,0
20963,6544,Analytics,region_2,Bachelor's,m,other,1,57,5.0,7,0,0,79,0
20964,24240,Procurement,region_22,Bachelor's,m,other,3,31,3.0,4,0,0,72,0
20965,57493,Technology,region_2,Master's & above,f,sourcing,2,40,3.0,13,0,0,76,0
20966,19428,Analytics,region_25,Bachelor's,m,sourcing,1,31,5.0,7,1,1,84,0
20967,57471,Sales & Marketing,region_15,Master's & above,m,other,1,39,3.0,10,0,0,51,0
20968,63040,Sales & Marketing,region_2,Bachelor's,f,other,2,28,1.0,2,0,0,47,0
20969,64886,Technology,region_23,Master's & above,m,other,2,35,4.0,2,0,0,79,0
20970,42021,Technology,region_2,Bachelor's,m,other,3,27,2.0,3,0,0,81,0
20971,50006,Operations,region_15,Bachelor's,m,other,1,60,5.0,13,0,0,62,0
20972,64994,Operations,region_28,Master's & above,m,sourcing,1,32,5.0,6,1,0,60,0
20973,15719,Analytics,region_22,Bachelor's,f,other,1,26,,1,1,0,81,0
20974,75797,Procurement,region_17,,f,other,1,29,5.0,5,1,0,67,0
20975,35950,Sales & Marketing,region_27,Bachelor's,m,other,1,31,3.0,6,0,0,51,0
20976,35890,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38,4.0,14,0,0,46,0
20977,44548,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,23,3.0,2,0,0,53,0
20978,35275,Operations,region_2,Bachelor's,f,other,1,51,4.0,5,1,0,61,0
20979,14487,Legal,region_27,Bachelor's,f,other,1,28,,1,0,0,64,0
20980,52203,HR,region_2,Master's & above,m,sourcing,2,48,4.0,12,0,0,48,0
20981,60802,Sales & Marketing,region_28,,m,other,1,32,3.0,3,0,0,51,0
20982,65265,Finance,region_2,Bachelor's,m,other,1,35,3.0,5,1,0,56,0
20983,25161,Analytics,region_2,,m,sourcing,1,34,5.0,7,0,0,86,0
20984,29717,Procurement,region_22,Master's & above,m,other,2,30,3.0,2,0,0,75,0
20985,32689,Sales & Marketing,region_7,,m,other,1,26,1.0,4,0,0,49,0
20986,54396,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,25,,1,0,0,47,0
20987,58114,Analytics,region_2,Bachelor's,m,other,1,55,3.0,5,1,0,82,0
20988,30672,Sales & Marketing,region_22,Bachelor's,m,referred,1,29,3.0,2,0,0,51,0
20989,60035,Technology,region_13,Master's & above,f,other,2,31,3.0,4,0,0,80,0
20990,77134,Procurement,region_7,Bachelor's,m,other,1,39,4.0,4,1,0,63,0
20991,9793,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,46,5.0,6,1,0,46,0
20992,10719,Procurement,region_26,Bachelor's,m,other,1,38,5.0,2,1,1,67,0
20993,17534,Finance,region_7,Bachelor's,m,other,1,26,4.0,2,1,0,54,0
20994,76673,Sales & Marketing,region_2,Bachelor's,m,other,1,26,,1,1,0,52,0
20995,27102,Analytics,region_22,Bachelor's,m,sourcing,1,25,5.0,2,0,0,81,0
20996,57447,Technology,region_17,Bachelor's,f,other,1,37,3.0,6,1,0,79,0
20997,44921,Operations,region_29,Bachelor's,m,sourcing,2,41,2.0,9,1,0,60,0
20998,8676,Sales & Marketing,region_11,Bachelor's,m,other,1,28,5.0,5,0,0,46,0
20999,61273,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,36,4.0,2,0,0,46,0
21000,49918,Finance,region_14,Bachelor's,f,sourcing,1,31,4.0,5,1,0,59,0
21001,29828,Sales & Marketing,region_11,Master's & above,m,sourcing,1,33,1.0,7,0,0,50,0
21002,3593,Analytics,region_28,Master's & above,m,sourcing,1,33,4.0,4,1,0,87,1
21003,20354,Procurement,region_15,Bachelor's,m,other,2,32,3.0,7,0,0,70,0
21004,25078,Sales & Marketing,region_26,Bachelor's,m,other,2,39,1.0,13,0,0,50,0
21005,72863,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,32,5.0,5,0,0,52,0
21006,70338,Finance,region_31,Bachelor's,m,sourcing,1,31,4.0,6,0,0,61,0
21007,50196,Technology,region_23,Master's & above,m,sourcing,2,34,3.0,6,0,0,75,0
21008,4537,Operations,region_23,Master's & above,m,sourcing,1,38,5.0,3,0,0,58,0
21009,66830,Finance,region_22,Master's & above,f,sourcing,1,33,4.0,2,1,0,62,1
21010,77494,Technology,region_5,Bachelor's,f,other,1,34,2.0,8,0,0,82,0
21011,25185,Analytics,region_13,Master's & above,m,sourcing,1,34,1.0,7,0,0,87,0
21012,75041,Procurement,region_22,Bachelor's,m,sourcing,2,29,3.0,2,0,0,67,0
21013,66414,HR,region_20,Bachelor's,f,other,1,27,2.0,5,0,0,51,0
21014,47369,Sales & Marketing,region_2,Master's & above,m,other,1,45,4.0,15,0,0,92,1
21015,6265,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,27,4.0,2,1,0,59,1
21016,37386,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,2.0,18,0,0,48,0
21017,15299,Procurement,region_17,Bachelor's,f,sourcing,2,30,3.0,3,1,0,67,1
21018,29559,Finance,region_2,Bachelor's,f,sourcing,1,36,3.0,7,0,0,55,0
21019,1033,Sales & Marketing,region_21,Bachelor's,m,other,1,31,1.0,2,0,0,48,0
21020,14295,Operations,region_2,Bachelor's,f,referred,1,33,4.0,7,0,0,61,0
21021,12690,Operations,region_15,Bachelor's,f,sourcing,1,33,5.0,6,0,0,87,1
21022,25087,Technology,region_13,Master's & above,m,sourcing,1,34,3.0,7,1,0,80,0
21023,62120,Technology,region_31,Master's & above,f,other,1,31,3.0,3,0,0,81,0
21024,53706,Operations,region_2,Bachelor's,m,sourcing,1,58,5.0,2,1,0,57,0
21025,11798,Operations,region_22,Master's & above,f,sourcing,1,38,5.0,11,1,0,61,1
21026,59830,Technology,region_22,Master's & above,m,sourcing,1,34,2.0,2,0,0,76,0
21027,13416,Procurement,region_15,Bachelor's,f,other,1,38,3.0,9,0,1,67,0
21028,3100,Sales & Marketing,region_30,Bachelor's,m,other,2,42,4.0,5,0,0,52,0
21029,51011,Operations,region_13,Bachelor's,m,other,1,40,3.0,7,0,0,65,0
21030,67347,Procurement,region_7,Master's & above,m,other,1,42,3.0,9,0,0,83,1
21031,49180,Operations,region_4,Bachelor's,f,sourcing,1,43,4.0,11,0,0,55,0
21032,69586,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,30,3.0,7,1,1,51,0
21033,51659,Procurement,region_2,Master's & above,m,sourcing,1,44,1.0,6,0,0,67,0
21034,2286,Technology,region_2,Master's & above,m,sourcing,1,47,2.0,14,0,0,78,0
21035,47444,Procurement,region_15,Bachelor's,m,sourcing,1,34,3.0,5,1,0,72,0
21036,22698,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,33,5.0,4,0,0,51,0
21037,14569,Technology,region_2,Bachelor's,m,referred,1,30,4.0,2,0,0,83,0
21038,24704,Operations,region_22,Master's & above,m,sourcing,1,39,4.0,8,0,0,62,0
21039,71603,Technology,region_23,,m,other,1,35,5.0,2,1,0,79,0
21040,52067,Sales & Marketing,region_2,Bachelor's,f,other,1,43,2.0,18,0,0,48,0
21041,77285,Sales & Marketing,region_2,Bachelor's,m,other,1,27,,1,0,0,54,0
21042,26865,Operations,region_23,Master's & above,m,other,1,40,3.0,3,1,0,57,0
21043,39976,Procurement,region_2,Master's & above,m,other,2,32,5.0,2,1,0,71,0
21044,4155,Technology,region_2,Bachelor's,f,sourcing,1,24,,1,0,0,78,0
21045,44285,Sales & Marketing,region_2,Master's & above,m,sourcing,2,47,5.0,7,1,0,54,0
21046,56428,Operations,region_21,Bachelor's,f,sourcing,3,35,5.0,4,0,0,71,1
21047,14104,Operations,region_27,Bachelor's,m,other,1,27,4.0,4,0,0,60,0
21048,22609,Sales & Marketing,region_13,Master's & above,m,other,2,38,2.0,2,0,0,49,0
21049,29742,Procurement,region_2,Master's & above,f,other,1,34,2.0,7,0,0,79,1
21050,56667,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,34,1.0,7,1,0,54,0
21051,47075,Technology,region_14,Master's & above,f,sourcing,1,34,4.0,7,1,0,79,0
21052,3196,Analytics,region_26,Bachelor's,m,other,1,33,3.0,6,0,0,83,0
21053,55249,Technology,region_27,Bachelor's,f,other,1,38,3.0,10,0,0,76,0
21054,58039,Operations,region_31,Master's & above,f,sourcing,1,32,4.0,7,0,0,59,0
21055,3385,Finance,region_17,Bachelor's,m,other,2,28,5.0,2,0,0,61,0
21056,5899,Analytics,region_22,Bachelor's,f,sourcing,2,31,3.0,7,1,0,82,0
21057,65538,Finance,region_2,Bachelor's,f,sourcing,1,23,,1,0,0,64,0
21058,6178,Procurement,region_15,Master's & above,m,other,1,33,3.0,4,0,0,67,0
21059,57603,Procurement,region_22,Master's & above,m,sourcing,1,34,3.0,4,0,0,69,0
21060,55351,R&D,region_31,Master's & above,m,other,1,36,3.0,7,1,0,82,0
21061,64505,Sales & Marketing,region_28,Bachelor's,m,other,1,35,5.0,4,1,0,49,0
21062,40695,Legal,region_2,Bachelor's,f,other,1,35,3.0,6,0,0,60,0
21063,71298,Procurement,region_15,Bachelor's,m,other,1,36,3.0,9,0,0,67,0
21064,76210,Sales & Marketing,region_7,Master's & above,m,other,1,43,3.0,7,1,0,50,0
21065,73563,Finance,region_27,Bachelor's,f,other,1,35,3.0,9,1,0,55,0
21066,37433,Operations,region_27,Bachelor's,m,other,1,36,3.0,9,0,0,62,0
21067,13546,Technology,region_14,Bachelor's,f,other,2,31,3.0,5,0,0,82,0
21068,30654,Procurement,region_2,Bachelor's,m,sourcing,1,30,3.0,4,1,0,70,0
21069,13355,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,38,3.0,7,0,1,49,0
21070,33358,Operations,region_20,Bachelor's,m,other,1,32,4.0,7,0,0,57,0
21071,18175,Operations,region_22,Bachelor's,f,other,1,30,5.0,5,1,0,55,0
21072,1616,Procurement,region_31,Master's & above,m,sourcing,1,38,3.0,9,0,0,72,0
21073,34651,Sales & Marketing,region_23,Master's & above,m,sourcing,1,35,5.0,7,0,0,66,1
21074,38890,HR,region_2,Bachelor's,f,other,1,34,3.0,7,0,0,48,0
21075,75065,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,26,5.0,4,0,0,49,0
21076,14009,Operations,region_13,Bachelor's,m,sourcing,1,34,2.0,4,0,0,64,0
21077,30987,Technology,region_22,Bachelor's,m,sourcing,3,34,2.0,3,0,0,80,0
21078,16296,Sales & Marketing,region_2,Bachelor's,m,other,1,42,4.0,4,1,0,50,0
21079,4253,Sales & Marketing,region_20,Bachelor's,m,other,1,27,,1,1,0,48,0
21080,14159,Procurement,region_2,Master's & above,m,other,1,60,2.0,5,0,0,68,0
21081,18574,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,29,2.0,3,0,0,52,0
21082,21645,Operations,region_20,Bachelor's,m,other,1,26,5.0,2,1,0,64,0
21083,40548,Operations,region_13,Bachelor's,f,sourcing,1,34,1.0,5,0,0,55,0
21084,61882,Finance,region_2,Bachelor's,m,other,1,33,4.0,5,0,0,59,0
21085,62663,Operations,region_20,Master's & above,f,sourcing,1,38,4.0,7,1,0,60,0
21086,59858,Technology,region_27,Master's & above,m,sourcing,1,32,3.0,3,0,0,78,0
21087,74809,Operations,region_14,Bachelor's,m,other,1,37,3.0,8,0,0,63,0
21088,3157,Sales & Marketing,region_2,Master's & above,m,sourcing,2,53,5.0,17,0,0,50,0
21089,22932,Analytics,region_7,Bachelor's,m,other,2,39,5.0,8,1,0,82,0
21090,63458,Sales & Marketing,region_7,Master's & above,m,sourcing,1,37,5.0,7,1,0,49,0
21091,15803,Operations,region_1,Master's & above,m,other,1,32,3.0,5,0,0,64,0
21092,45711,Sales & Marketing,region_2,Master's & above,m,other,1,35,3.0,7,1,0,51,1
21093,18840,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,33,5.0,5,0,0,49,0
21094,39116,Technology,region_2,Master's & above,f,other,1,37,3.0,2,1,0,76,0
21095,57890,Operations,region_22,Bachelor's,f,other,1,38,5.0,4,0,0,53,0
21096,20659,Sales & Marketing,region_6,Bachelor's,f,sourcing,2,27,3.0,2,0,0,51,0
21097,46285,Sales & Marketing,region_7,,m,other,1,32,3.0,4,1,0,50,0
21098,12056,Procurement,region_7,Master's & above,m,sourcing,1,37,3.0,3,1,0,68,0
21099,65607,Sales & Marketing,region_22,Bachelor's,m,other,2,28,1.0,4,0,0,53,0
21100,69156,Procurement,region_27,Bachelor's,f,sourcing,1,37,2.0,8,0,0,67,0
21101,17334,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,33,5.0,6,0,0,50,0
21102,69951,Finance,region_7,Bachelor's,f,other,1,34,2.0,3,0,0,60,0
21103,40880,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,50,5.0,7,0,0,52,0
21104,67243,Technology,region_11,Bachelor's,m,other,1,32,3.0,6,1,0,80,0
21105,74785,Sales & Marketing,region_6,Bachelor's,m,other,1,34,2.0,10,0,0,53,0
21106,61537,Procurement,region_11,Bachelor's,m,other,3,43,3.0,16,0,0,70,0
21107,37260,Operations,region_2,Bachelor's,f,sourcing,1,37,4.0,5,1,0,60,0
21108,59811,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,29,1.0,3,0,0,49,0
21109,38039,Operations,region_4,Master's & above,f,sourcing,1,41,5.0,9,1,0,60,1
21110,23996,R&D,region_7,Master's & above,m,sourcing,1,37,3.0,4,0,0,89,0
21111,31233,Legal,region_16,Below Secondary,m,sourcing,1,27,,1,0,0,61,0
21112,58102,Technology,region_7,Master's & above,m,sourcing,1,33,4.0,8,1,0,76,0
21113,43724,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,33,3.0,7,0,0,51,0
21114,60570,Operations,region_15,Bachelor's,m,other,1,39,1.0,11,0,0,58,0
21115,2762,Technology,region_8,Bachelor's,f,sourcing,1,28,3.0,2,1,1,77,0
21116,29296,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,28,,1,1,0,46,0
21117,57694,Operations,region_22,Master's & above,m,other,1,32,1.0,3,0,0,63,0
21118,52985,Sales & Marketing,region_24,Bachelor's,m,sourcing,2,30,4.0,3,0,0,50,0
21119,28833,Analytics,region_22,Bachelor's,m,sourcing,1,25,,1,0,0,86,0
21120,13881,Procurement,region_2,Bachelor's,m,other,2,55,5.0,19,0,0,65,0
21121,75689,Sales & Marketing,region_33,Master's & above,m,sourcing,1,31,3.0,6,0,0,49,0
21122,7033,Procurement,region_16,Master's & above,m,sourcing,1,39,3.0,10,0,0,75,0
21123,44926,Sales & Marketing,region_2,Bachelor's,f,other,1,40,5.0,12,0,0,49,0
21124,8276,Sales & Marketing,region_15,Bachelor's,m,other,2,27,,1,0,0,50,0
21125,22880,Operations,region_4,Bachelor's,m,other,1,29,4.0,5,0,0,63,0
21126,69000,Finance,region_11,Bachelor's,m,other,1,30,2.0,3,0,0,58,0
21127,19760,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,5.0,5,0,0,47,0
21128,22401,Finance,region_2,,m,sourcing,1,31,4.0,5,1,1,60,0
21129,50471,Technology,region_17,Bachelor's,m,other,1,32,4.0,5,0,0,80,0
21130,30857,Sales & Marketing,region_2,,f,other,1,38,1.0,3,1,0,51,0
21131,48547,Operations,region_26,Master's & above,m,other,1,38,3.0,7,0,0,58,0
21132,14289,Sales & Marketing,region_22,Bachelor's,f,other,2,29,3.0,3,1,0,47,1
21133,54028,Operations,region_2,Bachelor's,f,sourcing,1,44,4.0,5,0,0,61,0
21134,51266,R&D,region_7,Master's & above,m,other,1,35,3.0,3,0,0,84,0
21135,15382,Finance,region_19,Bachelor's,m,other,1,35,3.0,3,0,0,62,0
21136,59809,Operations,region_15,Bachelor's,m,sourcing,1,42,1.0,13,0,0,59,0
21137,13196,Procurement,region_5,Bachelor's,f,other,2,29,3.0,2,0,0,67,0
21138,44414,Technology,region_22,Bachelor's,m,sourcing,2,28,1.0,2,0,0,79,0
21139,4363,Sales & Marketing,region_2,Bachelor's,m,other,1,23,1.0,2,0,0,49,0
21140,17683,Operations,region_31,Master's & above,f,sourcing,1,35,5.0,9,0,0,78,1
21141,39644,Analytics,region_4,Master's & above,m,sourcing,1,33,5.0,6,0,0,83,0
21142,56130,Analytics,region_7,Bachelor's,m,sourcing,1,31,2.0,2,0,0,84,0
21143,18541,Sales & Marketing,region_19,Bachelor's,m,other,1,40,2.0,5,0,0,45,0
21144,25235,Operations,region_20,Bachelor's,f,other,1,29,3.0,5,0,0,64,0
21145,68701,Operations,region_15,Bachelor's,f,other,1,34,5.0,7,1,0,62,1
21146,63309,Analytics,region_22,Bachelor's,m,referred,2,28,3.0,4,1,0,84,0
21147,59153,Procurement,region_27,Bachelor's,f,other,1,34,4.0,4,1,0,71,0
21148,34153,Operations,region_1,Bachelor's,m,other,1,31,5.0,5,0,0,67,0
21149,49661,Procurement,region_7,Bachelor's,f,other,1,31,4.0,8,1,0,71,0
21150,52566,Operations,region_15,Bachelor's,f,other,1,42,3.0,12,0,0,60,0
21151,34202,Analytics,region_5,Bachelor's,m,other,1,28,3.0,1,1,0,85,0
21152,18312,Procurement,region_17,Bachelor's,m,other,1,30,5.0,7,1,0,72,0
21153,61965,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,31,,1,0,0,49,0
21154,77900,Analytics,region_11,Bachelor's,m,other,1,24,3.0,2,1,0,82,0
21155,61522,Procurement,region_22,Master's & above,f,other,1,32,4.0,8,0,0,69,0
21156,20000,Operations,region_29,Bachelor's,m,other,1,33,5.0,3,0,0,72,1
21157,70927,Operations,region_22,Master's & above,f,sourcing,2,34,1.0,5,1,0,61,0
21158,6123,Sales & Marketing,region_1,Bachelor's,m,other,1,35,2.0,6,0,0,52,0
21159,22575,Technology,region_2,Master's & above,m,sourcing,2,30,5.0,6,1,0,78,0
21160,61804,Technology,region_2,Master's & above,m,other,1,43,5.0,12,1,0,77,1
21161,52288,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,39,3.0,10,0,0,49,0
21162,76108,HR,region_25,Bachelor's,f,other,1,30,4.0,3,1,0,45,0
21163,10939,Procurement,region_2,Bachelor's,f,other,1,29,3.0,3,1,0,71,0
21164,66447,Analytics,region_28,Master's & above,m,other,1,36,3.0,10,0,0,82,0
21165,76310,Operations,region_13,Bachelor's,f,sourcing,1,34,2.0,9,0,0,60,0
21166,38686,Technology,region_5,Master's & above,m,other,1,34,4.0,10,0,0,81,0
21167,73159,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,26,5.0,2,1,0,52,0
21168,34667,HR,region_25,Bachelor's,m,sourcing,1,33,4.0,7,0,0,54,0
21169,23527,Sales & Marketing,region_22,Master's & above,m,sourcing,1,42,5.0,11,0,0,48,0
21170,25423,Technology,region_13,Bachelor's,m,referred,1,30,5.0,6,0,0,92,1
21171,26322,Sales & Marketing,region_15,Bachelor's,m,sourcing,5,31,3.0,4,0,0,48,0
21172,42566,Analytics,region_22,,m,other,2,28,5.0,4,1,0,81,0
21173,1694,Operations,region_2,Bachelor's,m,sourcing,1,49,5.0,10,1,0,61,0
21174,72644,Technology,region_26,Bachelor's,m,sourcing,1,27,5.0,5,0,0,73,0
21175,23439,Technology,region_24,Bachelor's,m,sourcing,1,31,1.0,7,0,0,84,0
21176,71787,Operations,region_2,Bachelor's,m,sourcing,1,44,3.0,4,1,0,62,0
21177,52671,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,24,3.0,2,1,0,48,1
21178,66784,Technology,region_2,Bachelor's,m,sourcing,1,33,2.0,4,0,0,78,0
21179,10840,Sales & Marketing,region_1,Bachelor's,f,other,1,26,5.0,5,1,0,45,1
21180,77732,Analytics,region_32,Master's & above,m,other,1,27,2.0,4,0,0,85,0
21181,34011,Procurement,region_2,Bachelor's,f,sourcing,2,30,5.0,4,1,0,65,0
21182,28091,Sales & Marketing,region_2,,f,other,1,31,4.0,8,0,0,48,0
21183,43072,Operations,region_34,Bachelor's,m,other,1,27,1.0,4,0,0,56,0
21184,73635,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,34,2.0,4,1,0,53,0
21185,9795,Sales & Marketing,region_23,Master's & above,m,sourcing,1,37,3.0,8,1,0,52,0
21186,57623,Technology,region_17,Bachelor's,f,sourcing,1,34,3.0,7,0,0,79,0
21187,72250,Operations,region_13,Bachelor's,m,other,2,37,5.0,10,1,0,64,0
21188,75876,Sales & Marketing,region_31,Bachelor's,m,other,1,28,1.0,3,1,0,49,0
21189,21338,Legal,region_2,Master's & above,m,sourcing,1,37,4.0,10,0,0,58,0
